Тестовые данные,Предсказанные данные
0.6,0.5953638836230898
0.6,0.6689815174392626
0.8,0.6484245645929981
0.6,0.49495383285035754
0.6,0.5238329271371034
0.8,0.7542916355086752
0.8,0.763537446180046
0.4,0.562500219358396
0.8,0.8225600974816927
0.6,0.6004036428637685
0.6,0.545951851199886
0.2,0.48658589142232866
0.8,0.4312826577079923
