Тестовые данные,Предсказанные данные
0.6,0.6242970046960146
0.6,0.6762788810226465
0.8,0.6416914047894019
0.6,0.49170149900604765
0.6,0.5572900698245711
0.8,0.7589029125719975
0.8,0.7662140450954908
0.4,0.5490381979138841
0.8,0.810872546740536
0.6,0.6098490969330996
0.6,0.5474102022145899
0.2,0.5467093420659772
0.8,0.5644103331103106
